BinCenter;Histo01;Histo02;Histo03;Histo04
71901.5;12;12;12;0
71914.5;8;9;9;0
71927.5;10;13;13;0
71940.5;5;15;15;0
71953.5;7;7;7;0
71966.5;12;11;11;0
71979.5;8;9;9;0
71992.5;8;8;8;0
72005.5;11;7;7;0
72018.5;12;17;17;0
72031.5;13;5;5;0
72044.5;11;16;16;0
72057.5;5;7;7;0
72070.5;6;12;12;0
72083.5;11;10;10;0
72096.5;19;6;6;0
72109.5;5;11;11;0
72122.5;9;10;10;0
72135.5;13;17;17;0
72148.5;13;6;6;0
72161.5;7;6;6;0
72174.5;9;8;8;0
72187.5;9;14;14;0
72200.5;10;12;12;0
72213.5;9;9;9;0
72226.5;11;8;8;0
72239.5;11;11;11;0
72252.5;11;10;10;0
72265.5;7;12;12;0
72278.5;14;7;7;0
72291.5;12;15;15;0
72304.5;1;15;15;0
72317.5;16;10;10;0
72330.5;7;12;12;0
72343.5;3;14;14;0
72356.5;12;8;8;0
72369.5;11;10;10;0
72382.5;9;9;9;0
72395.5;12;7;7;0
72408.5;8;18;18;0
72421.5;8;12;12;0
72434.5;8;9;9;0
72447.5;9;3;3;0
72460.5;10;6;6;0
72473.5;13;10;10;0
72486.5;8;9;9;0
72499.5;11;9;9;0
72512.5;19;5;5;0
72525.5;6;11;11;0
72538.5;16;10;10;0
72551.5;12;6;6;0
72564.5;14;10;10;0
72577.5;5;9;9;0
72590.5;8;17;17;0
72603.5;9;4;4;0
72616.5;9;13;13;0
72629.5;8;10;10;0
72642.5;17;7;7;0
72655.5;13;7;7;0
72668.5;9;10;10;0
72681.5;4;7;7;0
72694.5;5;12;12;0
72707.5;7;11;11;0
72720.5;12;11;11;0
72733.5;8;17;17;0
72746.5;12;7;7;0
72759.5;9;13;13;0
72772.5;14;18;18;0
72785.5;13;9;9;0
72798.5;9;8;8;0
72811.5;9;8;8;0
72824.5;8;6;6;0
72837.5;17;10;10;0
72850.5;14;11;11;0
72863.5;15;8;8;0
72876.5;10;8;8;0
72889.5;12;18;18;0
72902.5;12;9;9;0
72915.5;7;5;5;0
72928.5;12;7;7;0
72941.5;5;7;7;0
72954.5;12;13;13;0
72967.5;14;8;8;0
72980.5;4;12;12;0
72993.5;9;9;9;0
73006.5;5;8;8;0
73019.5;15;8;8;0
73032.5;12;10;10;0
73045.5;10;10;10;0
73058.5;15;8;8;0
73071.5;5;11;11;0
73084.5;7;10;10;0
73097.5;8;11;11;0
73110.5;8;5;5;0
73123.5;12;14;14;0
73136.5;12;13;13;0
73149.5;14;11;11;0
73162.5;13;7;7;0
73175.5;11;11;11;0
73188.5;9;16;16;0
73201.5;12;9;9;0
73214.5;9;10;10;0
73227.5;10;12;12;0
73240.5;8;15;15;0
73253.5;6;3;3;0
73266.5;9;12;12;0
73279.5;9;14;14;0
73292.5;16;13;13;0
73305.5;12;8;8;0
73318.5;8;15;15;0
73331.5;7;7;7;0
73344.5;9;7;7;0
73357.5;7;9;9;0
73370.5;12;10;10;0
73383.5;4;9;9;0
73396.5;8;6;6;0
73409.5;16;12;12;0
73422.5;15;10;10;0
73435.5;7;7;7;0
73448.5;6;20;20;0
73461.5;9;16;16;0
73474.5;13;10;10;0
73487.5;13;10;10;0
73500.5;11;7;7;0
73513.5;9;15;15;0
73526.5;7;6;6;0
73539.5;13;9;9;0
73552.5;13;8;8;0
73565.5;10;14;14;0
73578.5;6;3;3;0
73591.5;7;17;17;0
73604.5;9;9;9;0
73617.5;11;5;5;0
73630.5;7;10;10;0
73643.5;8;6;6;0
