BinCenter;Histo01;Histo02;Histo03;Histo04
66220.5;24;28;28;0
66233.5;38;34;34;0
66246.5;26;35;35;0
66259.5;29;40;40;0
66272.5;37;39;39;0
66285.5;30;36;36;0
66298.5;29;31;31;0
66311.5;30;36;36;0
66324.5;25;32;32;0
66337.5;27;34;34;0
66350.5;23;35;35;0
66363.5;22;40;40;0
66376.5;22;41;41;0
66389.5;23;36;36;0
66402.5;20;27;27;0
66415.5;23;36;36;0
66428.5;19;38;38;0
66441.5;23;33;33;0
66454.5;25;27;27;0
66467.5;32;29;29;0
66480.5;26;31;31;0
66493.5;18;33;33;0
66506.5;19;21;21;0
66519.5;31;27;27;0
66532.5;18;41;41;0
66545.5;38;35;35;0
66558.5;23;43;43;0
66571.5;20;25;25;0
66584.5;22;40;40;0
66597.5;23;34;34;0
66610.5;22;30;30;0
66623.5;14;28;28;0
66636.5;18;32;32;0
66649.5;18;24;24;0
66662.5;21;27;27;0
66675.5;20;36;36;0
66688.5;14;38;38;0
66701.5;27;31;31;0
66714.5;27;28;28;0
66727.5;27;32;32;0
66740.5;21;29;29;0
66753.5;11;32;32;0
66766.5;9;27;27;0
66779.5;22;41;41;0
66792.5;22;21;21;0
66805.5;20;30;30;0
66818.5;20;30;30;0
66831.5;16;24;24;0
66844.5;19;30;30;0
66857.5;25;20;20;0
66870.5;18;29;29;0
66883.5;29;25;25;0
66896.5;18;23;23;0
66909.5;20;28;28;0
66922.5;10;22;22;0
66935.5;31;32;32;0
66948.5;18;38;38;0
66961.5;19;30;30;0
66974.5;21;33;33;0
66987.5;23;26;26;0
67000.5;23;19;19;0
67013.5;29;31;31;0
67026.5;24;31;31;0
67039.5;11;26;26;0
67052.5;20;19;19;0
67065.5;23;33;33;0
67078.5;22;29;29;0
67091.5;25;27;27;0
67104.5;24;23;23;0
67117.5;26;29;29;0
67130.5;15;28;28;0
67143.5;18;29;29;0
67156.5;18;32;32;0
67169.5;20;29;29;0
67182.5;16;29;29;0
67195.5;13;33;33;0
67208.5;18;24;24;0
67221.5;15;30;30;0
67234.5;20;34;34;0
67247.5;17;27;27;0
67260.5;18;38;38;0
67273.5;11;26;26;0
67286.5;15;27;27;0
67299.5;15;29;29;0
67312.5;24;27;27;0
67325.5;21;24;24;0
67338.5;20;26;26;0
67351.5;15;22;22;0
67364.5;16;24;24;0
67377.5;16;30;30;0
67390.5;9;29;29;0
67403.5;15;15;15;0
67416.5;16;19;19;0
67429.5;19;25;25;0
67442.5;25;24;24;0
67455.5;17;29;29;0
67468.5;16;16;16;0
67481.5;10;22;22;0
67494.5;9;27;27;0
67507.5;14;22;22;0
67520.5;17;20;20;0
67533.5;10;20;20;0
