BinCenter;Histo01;Histo02;Histo03;Histo04
66766.5;28;28;28;0
66779.5;13;18;18;0
66792.5;20;31;31;0
66805.5;19;25;25;0
66818.5;19;27;27;0
66831.5;14;28;28;0
66844.5;18;30;30;0
66857.5;32;24;24;0
66870.5;17;23;23;0
66883.5;20;34;34;0
66896.5;22;20;20;0
66909.5;17;31;31;0
66922.5;15;26;26;0
66935.5;27;18;18;0
66948.5;20;21;21;0
66961.5;22;26;26;0
66974.5;21;21;21;0
66987.5;15;28;28;0
67000.5;20;26;26;0
67013.5;19;16;16;0
67026.5;29;16;16;0
67039.5;24;21;21;0
67052.5;20;28;28;0
67065.5;20;18;18;0
67078.5;25;23;23;0
67091.5;24;33;33;0
67104.5;24;22;22;0
67117.5;21;16;16;0
67130.5;16;26;26;0
67143.5;17;17;17;0
67156.5;31;16;16;0
67169.5;16;25;25;0
67182.5;20;29;29;0
67195.5;28;19;19;0
67208.5;23;27;27;0
67221.5;21;19;19;0
67234.5;15;26;26;0
67247.5;13;27;27;0
67260.5;19;25;25;0
67273.5;29;21;21;0
67286.5;13;13;13;0
67299.5;14;21;21;0
67312.5;18;21;21;0
67325.5;24;28;28;0
67338.5;13;22;22;0
67351.5;15;30;30;0
67364.5;20;19;19;0
67377.5;21;21;21;0
67390.5;23;23;23;0
67403.5;22;23;23;0
67416.5;20;19;19;0
67429.5;24;23;23;0
67442.5;20;22;22;0
67455.5;21;25;25;0
67468.5;17;25;25;0
67481.5;19;28;28;0
67494.5;25;24;24;0
67507.5;26;21;21;0
67520.5;26;26;26;0
67533.5;18;33;33;0
67546.5;17;14;14;0
67559.5;28;33;33;0
67572.5;16;18;18;0
67585.5;21;12;12;0
67598.5;20;17;17;0
67611.5;16;19;19;0
67624.5;25;30;30;0
67637.5;18;14;14;0
67650.5;19;21;21;0
67663.5;31;13;13;0
67676.5;16;17;17;0
67689.5;18;18;18;0
67702.5;22;25;25;0
67715.5;21;19;19;0
67728.5;10;26;26;0
67741.5;17;21;21;0
67754.5;27;24;24;0
67767.5;22;24;24;0
67780.5;19;21;21;0
67793.5;9;6;6;0
67806.5;28;18;18;0
67819.5;16;19;19;0
67832.5;13;17;17;0
67845.5;36;15;15;0
67858.5;16;22;22;0
67871.5;24;21;21;0
67884.5;18;26;26;0
67897.5;13;23;23;0
67910.5;28;17;17;0
67923.5;11;24;24;0
67936.5;23;25;25;0
67949.5;18;24;24;0
67962.5;23;22;22;0
67975.5;18;15;15;0
67988.5;20;17;17;0
68001.5;16;18;18;0
68014.5;23;25;25;0
68027.5;20;20;20;0
68040.5;17;26;26;0
68053.5;22;27;27;0
68066.5;27;15;15;0
68079.5;28;19;19;0
68092.5;21;28;28;0
68105.5;19;16;16;0
68118.5;20;19;19;0
68131.5;18;15;15;0
68144.5;18;23;23;0
68157.5;14;21;21;0
68170.5;18;21;21;0
68183.5;13;21;21;0
68196.5;15;18;18;0
68209.5;14;17;17;0
68222.5;19;22;22;0
68235.5;31;21;21;0
68248.5;26;20;20;0
68261.5;16;18;18;0
68274.5;19;24;24;0
68287.5;25;21;21;0
68300.5;28;23;23;0
68313.5;26;19;19;0
68326.5;14;18;18;0
68339.5;19;24;24;0
68352.5;15;15;15;0
68365.5;24;14;14;0
68378.5;19;18;18;0
68391.5;16;26;26;0
68404.5;23;24;24;0
68417.5;20;20;20;0
68430.5;15;19;19;0
68443.5;23;20;20;0
68456.5;19;15;15;0
68469.5;25;16;16;0
68482.5;29;21;21;0
68495.5;22;20;20;0
68508.5;17;30;30;0
68521.5;16;20;20;0
68534.5;12;24;24;0
68547.5;15;17;17;0
68560.5;16;20;20;0
68573.5;17;23;23;0
68586.5;19;20;20;0
68599.5;15;21;21;0
68612.5;29;17;17;0
68625.5;14;26;26;0
68638.5;18;21;21;0
68651.5;22;25;25;0
68664.5;22;14;14;0
68677.5;16;13;13;0
68690.5;9;18;18;0
68703.5;19;35;35;0
68716.5;14;25;25;0
68729.5;10;17;17;0
68742.5;14;21;21;0
68755.5;22;18;18;0
68768.5;16;16;16;0
68781.5;13;12;12;0
68794.5;25;20;20;0
68807.5;13;13;13;0
68820.5;19;22;22;0
68833.5;16;25;25;0
68846.5;17;22;22;0
68859.5;24;13;13;0
68872.5;19;19;19;0
68885.5;25;22;22;0
68898.5;20;21;21;0
68911.5;17;18;18;0
68924.5;16;21;21;0
68937.5;13;23;23;0
68950.5;21;15;15;0
68963.5;28;17;17;0
68976.5;17;26;26;0
68989.5;20;23;23;0
69002.5;16;18;18;0
69015.5;10;23;23;0
69028.5;14;22;22;0
69041.5;26;18;18;0
69054.5;13;18;18;0
69067.5;18;20;20;0
69080.5;15;27;27;0
69093.5;11;18;18;0
69106.5;17;22;22;0
69119.5;12;19;19;0
69132.5;20;20;20;0
69145.5;21;16;16;0
69158.5;16;21;21;0
69171.5;12;14;14;0
69184.5;18;18;18;0
69197.5;22;17;17;0
69210.5;17;20;20;0
69223.5;20;21;21;0
69236.5;14;25;25;0
69249.5;16;24;24;0
69262.5;17;20;20;0
69275.5;15;17;17;0
69288.5;17;16;16;0
69301.5;19;32;32;0
69314.5;14;16;16;0
69327.5;16;15;15;0
69340.5;23;15;15;0
69353.5;16;25;25;0
69366.5;13;23;23;0
69379.5;18;13;13;0
69392.5;18;17;17;0
69405.5;16;24;24;0
69418.5;20;17;17;0
69431.5;22;24;24;0
69444.5;15;22;22;0
69457.5;12;22;22;0
69470.5;21;24;24;0
69483.5;16;13;13;0
69496.5;19;23;23;0
69509.5;12;18;18;0
69522.5;16;23;23;0
69535.5;15;23;23;0
69548.5;17;15;15;0
69561.5;10;17;17;0
69574.5;9;16;16;0
69587.5;12;16;16;0
69600.5;18;19;19;0
69613.5;18;16;16;0
69626.5;14;20;20;0
69639.5;15;15;15;0
69652.5;17;15;15;0
69665.5;16;21;21;0
69678.5;24;18;18;0
69691.5;20;22;22;0
69704.5;22;16;16;0
69717.5;14;13;13;0
69730.5;18;18;18;0
69743.5;12;18;18;0
69756.5;14;12;12;0
69769.5;17;23;23;0
69782.5;20;22;22;0
69795.5;14;18;18;0
69808.5;18;15;15;0
69821.5;28;18;18;0
69834.5;18;17;17;0
69847.5;21;15;15;0
69860.5;17;28;28;0
69873.5;13;16;16;0
69886.5;16;21;21;0
69899.5;13;17;17;0
69912.5;15;15;15;0
69925.5;19;22;22;0
69938.5;14;14;14;0
69951.5;17;18;18;0
69964.5;17;18;18;0
69977.5;14;20;20;0
69990.5;16;18;18;0
70003.5;8;18;18;0
